transaction_id,customer_id,product_id,quantity,transaction_date,product_name,category,price,stock,name,email,age,gender,region,signup_date,visit_id,visit_date,pages_viewed,device,duration_seconds,revenue,days_since_signup,customer_age_group,product_total_value,PC1,PC2
TX00003,CUST0216,PROD080,3,2023-11-23,Those,Electronics,147.87,420,Shelley Ramirez DVM,chris08@mack-turner.com,69,Female,West,2024-11-30,VISIT01470,2025-02-10,5.0,Desktop,771.0,443.61,-373,56-70,62105.4,0.6822432131266004,2.2959457061855573
TX00003,CUST0216,PROD080,3,2023-11-23,Those,Electronics,147.87,420,Shelley Ramirez DVM,chris08@mack-turner.com,69,Female,West,2024-11-30,VISIT01478,2025-03-17,14.0,Mobile,616.0,443.61,-373,56-70,62105.4,0.535228305065281,2.5978801397326245
TX00004,CUST0184,PROD076,4,2025-03-26,Rock,Beauty,256.27,166,Brenda James,jacob92@hotmail.com,45,Male,West,2023-03-16,VISIT00181,2025-07-17,12.0,Tablet,908.0,1025.08,741,36-45,42540.82,-0.9014861638692014,-0.5303891758639719
TX00004,CUST0184,PROD076,4,2025-03-26,Rock,Beauty,256.27,166,Brenda James,jacob92@hotmail.com,45,Male,West,2023-03-16,VISIT00656,2025-03-08,11.0,Tablet,951.0,1025.08,741,36-45,42540.82,-0.8868257388056382,-0.570517004726262
TX00004,CUST0184,PROD076,4,2025-03-26,Rock,Beauty,256.27,166,Brenda James,jacob92@hotmail.com,45,Male,West,2023-03-16,VISIT00843,2024-08-04,3.0,Desktop,114.0,1025.08,741,36-45,42540.82,-0.6928227330393537,-0.5900994332185716
TX00005,CUST0015,PROD066,3,2023-10-04,End,Clothing,89.59,207,Samantha Simpson,angelagraham@davis-mcdonald.com,57,Female,East,2025-04-06,VISIT00106,2024-10-01,4.0,Desktop,1155.0,268.77,-550,56-70,18545.13,0.25101249714671614,1.813301943046609
TX00005,CUST0015,PROD066,3,2023-10-04,End,Clothing,89.59,207,Samantha Simpson,angelagraham@davis-mcdonald.com,57,Female,East,2025-04-06,VISIT01484,2024-12-10,13.0,Mobile,947.0,268.77,-550,56-70,18545.13,0.107440551895441,2.1287641756855638
TX00006,CUST0157,PROD041,4,2023-12-23,Specific,Clothing,184.73,305,Angela Taylor,tarasmith@gmail.com,68,Male,East,2024-01-22,VISIT00155,2025-03-06,2.0,Mobile,137.0,738.92,-30,56-70,56342.649999999994,-0.0687244789349996,1.8750154245292436
TX00006,CUST0157,PROD041,4,2023-12-23,Specific,Clothing,184.73,305,Angela Taylor,tarasmith@gmail.com,68,Male,East,2024-01-22,VISIT00198,2025-02-21,12.0,Mobile,604.0,738.92,-30,56-70,56342.649999999994,-0.27359925109156963,2.047342094559264
TX00006,CUST0157,PROD041,4,2023-12-23,Specific,Clothing,184.73,305,Angela Taylor,tarasmith@gmail.com,68,Male,East,2024-01-22,VISIT01175,2025-04-03,4.0,Desktop,371.0,738.92,-30,56-70,56342.649999999994,-0.11883302904729895,1.8735938047179022
TX00007,CUST0136,PROD024,1,2024-05-10,Whom,Home,14.94,325,Brian Pham,stacey45@yahoo.com,39,Female,South,2025-01-31,,,,,,14.94,-266,36-45,4855.5,1.896160512915965,0.42040364842641303
TX00008,CUST0261,PROD035,1,2023-11-25,Whom,Electronics,270.87,141,Cheryl Ellison,kristinareid@foster.info,46,Male,North,2023-05-30,VISIT00503,2024-10-18,14.0,Mobile,673.0,270.87,179,46-55,38192.67,-0.6667909527663576,-0.31308535245934704
TX00008,CUST0261,PROD035,1,2023-11-25,Whom,Electronics,270.87,141,Cheryl Ellison,kristinareid@foster.info,46,Male,North,2023-05-30,VISIT00968,2025-05-19,1.0,Desktop,117.0,270.87,179,46-55,38192.67,-0.40377328480419883,-0.5501528637548909
TX00008,CUST0261,PROD035,1,2023-11-25,Whom,Electronics,270.87,141,Cheryl Ellison,kristinareid@foster.info,46,Male,North,2023-05-30,VISIT01274,2025-05-10,9.0,Desktop,884.0,270.87,179,46-55,38192.67,-0.5932289811987268,-0.5127035308015985
TX00008,CUST0261,PROD035,1,2023-11-25,Whom,Electronics,270.87,141,Cheryl Ellison,kristinareid@foster.info,46,Male,North,2023-05-30,VISIT01455,2024-12-11,3.0,Desktop,769.0,270.87,179,46-55,38192.67,-0.4810357680221302,-0.6582654273475302
TX00008,CUST0261,PROD035,1,2023-11-25,Whom,Electronics,270.87,141,Cheryl Ellison,kristinareid@foster.info,46,Male,North,2023-05-30,VISIT01460,2025-01-09,2.0,Tablet,928.0,270.87,179,46-55,38192.67,-0.4739108842031922,-0.7280012693165919
TX00009,CUST0157,PROD056,2,2024-11-24,Movement,Electronics,44.72,154,Angela Taylor,tarasmith@gmail.com,68,Male,East,2024-01-22,VISIT00155,2025-03-06,2.0,Mobile,137.0,89.44,307,56-70,6886.88,0.22568571902178736,0.8413132635928618
TX00009,CUST0157,PROD056,2,2024-11-24,Movement,Electronics,44.72,154,Angela Taylor,tarasmith@gmail.com,68,Male,East,2024-01-22,VISIT00198,2025-02-21,12.0,Mobile,604.0,89.44,307,56-70,6886.88,0.020810946865217315,1.013639933622882
TX00009,CUST0157,PROD056,2,2024-11-24,Movement,Electronics,44.72,154,Angela Taylor,tarasmith@gmail.com,68,Male,East,2024-01-22,VISIT01175,2025-04-03,4.0,Desktop,371.0,89.44,307,56-70,6886.88,0.175577168909488,0.8398916437815204
TX00010,CUST0047,PROD030,4,2025-03-12,Accept,Electronics,298.83,348,Wayne Palmer,maryhart@martinez.com,56,Female,South,2024-10-05,VISIT00158,2025-06-26,11.0,Tablet,552.0,1195.32,158,56-70,103992.84,-0.42904452131654164,1.0752092352841514
TX00010,CUST0047,PROD030,4,2025-03-12,Accept,Electronics,298.83,348,Wayne Palmer,maryhart@martinez.com,56,Female,South,2024-10-05,VISIT00715,2025-01-13,7.0,Desktop,164.0,1195.32,158,56-70,103992.84,-0.3340243460882361,1.057633155522854
TX00010,CUST0047,PROD030,4,2025-03-12,Accept,Electronics,298.83,348,Wayne Palmer,maryhart@martinez.com,56,Female,South,2024-10-05,VISIT00904,2025-03-09,4.0,Tablet,158.0,1195.32,158,56-70,103992.84,-0.28127325996630165,0.9717072703964509
TX00010,CUST0047,PROD030,4,2025-03-12,Accept,Electronics,298.83,348,Wayne Palmer,maryhart@martinez.com,56,Female,South,2024-10-05,VISIT00976,2024-09-09,11.0,Mobile,373.0,1195.32,158,56-70,103992.84,-0.4174164016373355,1.1208974624058077
TX00010,CUST0047,PROD030,4,2025-03-12,Accept,Electronics,298.83,348,Wayne Palmer,maryhart@martinez.com,56,Female,South,2024-10-05,VISIT01128,2025-02-26,3.0,Desktop,374.0,1195.32,158,56-70,103992.84,-0.27785118520722246,0.887422663366303
TX00010,CUST0047,PROD030,4,2025-03-12,Accept,Electronics,298.83,348,Wayne Palmer,maryhart@martinez.com,56,Female,South,2024-10-05,VISIT01231,2025-03-05,1.0,Tablet,1174.0,1195.32,158,56-70,103992.84,-0.29491289067201304,0.6249245801396975
TX00011,CUST0173,PROD057,2,2024-11-06,You,Home,264.63,234,Mario Graves,fitzgeraldjoshua@yahoo.com,30,Other,South,2025-03-14,VISIT00836,2025-01-17,7.0,Mobile,174.0,529.26,-128,26-35,61923.42,0.10859889850744534,-0.2183774226860656
TX00011,CUST0173,PROD057,2,2024-11-06,You,Home,264.63,234,Mario Graves,fitzgeraldjoshua@yahoo.com,30,Other,South,2025-03-14,VISIT01377,2024-12-03,6.0,Mobile,1079.0,529.26,-128,26-35,61923.42,0.06726245673594909,-0.47852341791074493
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT00058,2025-04-18,14.0,Mobile,682.0,762.62,80,36-45,7244.89,-1.7951866094686826,-0.42282345596616167
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT00112,2025-06-28,9.0,Tablet,136.0,762.62,80,36-45,7244.89,-1.6724487351236272,-0.4292238246374983
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT00135,2025-05-02,1.0,Mobile,221.0,762.62,80,36-45,7244.89,-1.5383402899396221,-0.6841389090301824
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT00235,2025-05-01,13.0,Desktop,1110.0,762.62,80,36-45,7244.89,-1.8055363859497806,-0.5612192593638575
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT00309,2025-03-29,7.0,Desktop,828.0,762.62,80,36-45,7244.89,-1.682494591843422,-0.6641558266957303
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT00864,2025-07-06,11.0,Mobile,1140.0,762.62,80,36-45,7244.89,-1.7725776883252489,-0.6271813935196514
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT01225,2024-12-18,13.0,Tablet,771.0,762.62,80,36-45,7244.89,-1.7835144162779881,-0.4746923934742405
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT01232,2025-02-24,10.0,Tablet,1136.0,762.62,80,36-45,7244.89,-1.7548640698263633,-0.655312872243853
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT01375,2025-03-28,14.0,Tablet,766.0,762.62,80,36-45,7244.89,-1.8006433807147906,-0.4442637413193411
TX00012,CUST0130,PROD094,2,2025-01-07,Save,Electronics,381.31,19,Tammy Chavez,johnsontina@eaton.com,40,Other,North,2024-10-19,VISIT01436,2025-04-25,11.0,Tablet,1126.0,762.62,80,36-45,7244.89,-1.7716682264508976,-0.6236080126274549
TX00013,CUST0095,PROD047,1,2024-07-20,Adult,Books,122.43,188,Sheena Wolf,barbara42@gmail.com,43,Female,West,2025-07-04,VISIT00624,2024-10-16,11.0,Mobile,777.0,122.43,-349,36-45,23016.84,0.42921563858104966,0.5643784068380013
TX00014,CUST0115,PROD035,3,2025-04-04,Whom,Electronics,270.87,141,Katherine Horton,gatesmeghan@wilson-williams.biz,52,Female,West,2022-09-25,VISIT00098,2025-01-15,10.0,Mobile,64.0,812.61,922,46-55,38192.67,-0.9971485812140738,-0.6795433023327452
TX00014,CUST0115,PROD035,3,2025-04-04,Whom,Electronics,270.87,141,Katherine Horton,gatesmeghan@wilson-williams.biz,52,Female,West,2022-09-25,VISIT01075,2025-07-05,8.0,Desktop,428.0,812.61,922,46-55,38192.67,-0.9858870454490662,-0.8307560949166573
TX00014,CUST0115,PROD035,3,2025-04-04,Whom,Electronics,270.87,141,Katherine Horton,gatesmeghan@wilson-williams.biz,52,Female,West,2022-09-25,VISIT01270,2024-12-01,12.0,Tablet,122.0,812.61,922,46-55,38192.67,-1.035823896334528,-0.6360424194993297
TX00014,CUST0115,PROD035,3,2025-04-04,Whom,Electronics,270.87,141,Katherine Horton,gatesmeghan@wilson-williams.biz,52,Female,West,2022-09-25,VISIT01432,2025-06-30,11.0,Desktop,630.0,812.61,922,46-55,38192.67,-1.0513705978119192,-0.794857542281006
TX00015,CUST0243,PROD019,3,2023-09-03,Hit,Books,226.47,337,Megan Brown,moorekimberly@santos.info,49,Male,East,2023-09-12,VISIT00880,2024-11-23,1.0,Desktop,687.0,679.41,-9,46-55,76320.39,0.33444568318808293,0.5387356333119521
TX00015,CUST0243,PROD019,3,2023-09-03,Hit,Books,226.47,337,Megan Brown,moorekimberly@santos.info,49,Male,East,2023-09-12,VISIT01068,2024-08-07,7.0,Tablet,125.0,679.41,-9,46-55,76320.39,0.2662314477926178,0.8570960201448182
TX00015,CUST0243,PROD019,3,2023-09-03,Hit,Books,226.47,337,Megan Brown,moorekimberly@santos.info,49,Male,East,2023-09-12,VISIT01136,2024-07-30,10.0,Mobile,715.0,679.41,-9,46-55,76320.39,0.17554280919774276,0.7939608737681644
TX00015,CUST0243,PROD019,3,2023-09-03,Hit,Books,226.47,337,Megan Brown,moorekimberly@santos.info,49,Male,East,2023-09-12,VISIT01147,2025-02-13,10.0,Mobile,1152.0,679.41,-9,46-55,76320.39,0.14715460640549102,0.6824203416331713
TX00015,CUST0243,PROD019,3,2023-09-03,Hit,Books,226.47,337,Megan Brown,moorekimberly@santos.info,49,Male,East,2023-09-12,VISIT01391,2024-09-21,8.0,Tablet,786.0,679.41,-9,46-55,76320.39,0.2058380827616742,0.7175338384280806
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT00114,2025-03-12,4.0,Mobile,230.0,622.08,101,56-70,132814.08000000002,0.1243956460538711,0.9540031780135941
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT00326,2024-11-12,6.0,Tablet,184.0,622.08,101,56-70,132814.08000000002,0.09247633342859803,1.024049176046184
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT00509,2024-08-16,14.0,Tablet,710.0,622.08,101,56-70,132814.08000000002,-0.0813236264145966,1.1230117086437177
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT00621,2025-07-03,10.0,Desktop,837.0,622.08,101,56-70,132814.08000000002,-0.019758655849928745,0.9739862603480463
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT01006,2025-07-08,6.0,Desktop,599.0,622.08,101,56-70,132814.08000000002,0.06551728501032694,0.9181239567417856
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT01118,2025-05-29,8.0,Desktop,857.0,622.08,101,56-70,132814.08000000002,0.01384965739913962,0.9105765411152499
TX00016,CUST0292,PROD008,2,2024-02-19,Best,Electronics,311.04,427,Eric King,lisa65@hotmail.com,65,Male,South,2023-11-10,VISIT01485,2025-06-12,1.0,Desktop,245.0,622.08,101,56-70,132814.08000000002,0.1757825393642786,0.862717221548896
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT00049,2024-09-07,10.0,Mobile,891.0,109.67,-204,36-45,32901.0,1.0132664562951064,0.35225271039015094
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT00226,2024-09-07,14.0,Mobile,1126.0,109.67,-204,36-45,32901.0,0.9281854001222118,0.40888073847331086
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT00367,2025-06-15,3.0,Mobile,27.0,109.67,-204,36-45,32901.0,1.1915696519985692,0.3687142468833354
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT00433,2025-05-11,5.0,Mobile,1161.0,109.67,-204,36-45,32901.0,1.082995695677971,0.1375752840022139
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT01300,2024-08-13,7.0,Mobile,328.0,109.67,-204,36-45,32901.0,1.1022011327037324,0.40849633647471134
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT01312,2025-02-08,9.0,Mobile,1050.0,109.67,-204,36-45,32901.0,1.0203913401140445,0.2825168684210892
TX00017,CUST0282,PROD026,1,2023-08-10,Wear,Clothing,109.67,300,Lori Strickland DDS,jonesjanet@nguyen.net,42,Male,South,2024-03-01,VISIT01398,2024-09-05,11.0,Tablet,299.0,109.67,-204,36-45,32901.0,1.0342699290186055,0.5325081185250067
TX00018,CUST0299,PROD071,4,2024-10-29,Friend,Beauty,143.59,465,Brenda Brown,muellerdavid@gmail.com,22,Female,South,2023-09-24,VISIT00203,2025-07-16,13.0,Tablet,1169.0,574.36,401,18-25,66769.35,1.4157874630651963,-0.5671882484063787
TX00018,CUST0299,PROD071,4,2024-10-29,Friend,Beauty,143.59,465,Brenda Brown,muellerdavid@gmail.com,22,Female,South,2023-09-24,VISIT00553,2025-04-10,7.0,Desktop,222.0,574.36,401,18-25,66769.35,1.5820286962032426,-0.500389223358914
TX00018,CUST0299,PROD071,4,2024-10-29,Friend,Beauty,143.59,465,Brenda Brown,muellerdavid@gmail.com,22,Female,South,2023-09-24,VISIT01077,2025-02-17,2.0,Tablet,873.0,574.36,401,18-25,66769.35,1.6270075802912607,-0.8123136583130578
TX00018,CUST0299,PROD071,4,2024-10-29,Friend,Beauty,143.59,465,Brenda Brown,muellerdavid@gmail.com,22,Female,South,2023-09-24,VISIT01250,2025-06-23,10.0,Mobile,93.0,574.36,401,18-25,66769.35,1.5380474210125528,-0.38000573677204375
TX00018,CUST0299,PROD071,4,2024-10-29,Friend,Beauty,143.59,465,Brenda Brown,muellerdavid@gmail.com,22,Female,South,2023-09-24,VISIT01386,2025-03-28,8.0,Mobile,496.0,574.36,401,18-25,66769.35,1.5467754558418674,-0.5411729475556464
TX00019,CUST0283,PROD030,3,2024-09-30,Accept,Electronics,298.83,348,Alexander Barnett,paul19@hotmail.com,67,Other,North,2023-11-04,VISIT00361,2025-04-15,7.0,Mobile,737.0,896.49,331,56-70,103992.84,-0.44432360710048974,0.8383122360551818
TX00019,CUST0283,PROD030,3,2024-09-30,Accept,Electronics,298.83,348,Alexander Barnett,paul19@hotmail.com,67,Other,North,2023-11-04,VISIT00668,2024-09-20,9.0,Tablet,428.0,896.49,331,56-70,103992.84,-0.4591580288004488,0.9754867465626074
TX00019,CUST0283,PROD030,3,2024-09-30,Accept,Electronics,298.83,348,Alexander Barnett,paul19@hotmail.com,67,Other,North,2023-11-04,VISIT00707,2025-04-14,12.0,Desktop,387.0,896.49,331,56-70,103992.84,-0.508855921487061,1.073408981827099
TX00019,CUST0283,PROD030,3,2024-09-30,Accept,Electronics,298.83,348,Alexander Barnett,paul19@hotmail.com,67,Other,North,2023-11-04,VISIT01029,2025-03-07,6.0,Tablet,511.0,896.49,331,56-70,103992.84,-0.4121885217368905,0.8668443686215259
TX00019,CUST0283,PROD030,3,2024-09-30,Accept,Electronics,298.83,348,Alexander Barnett,paul19@hotmail.com,67,Other,North,2023-11-04,VISIT01407,2024-10-06,2.0,Desktop,982.0,896.49,331,56-70,103992.84,-0.3729703286562836,0.6300158469747386
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00057,2024-09-21,8.0,Desktop,911.0,489.68,-86,18-25,35746.64,-0.08632512506330645,-0.8948232803175546
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00268,2024-11-17,12.0,Mobile,176.0,489.68,-86,18-25,35746.64,-0.1083934656561458,-0.5906110047036324
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00272,2024-11-27,7.0,Tablet,121.0,489.68,-86,18-25,35746.64,-0.017551718475840028,-0.7223349460941486
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00528,2024-11-01,4.0,Tablet,568.0,489.68,-86,18-25,35746.64,0.005771779854584095,-0.923885227232341
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00607,2024-07-23,1.0,Tablet,995.0,489.68,-86,18-25,35746.64,0.03039450943408152,-1.1203306785245386
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00823,2025-01-17,14.0,Desktop,265.0,489.68,-86,18-25,35746.64,-0.14908258921266368,-0.5550226081315093
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT00948,2024-12-22,2.0,Desktop,811.0,489.68,-86,18-25,35746.64,0.024893664676485103,-1.0442137992479832
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT01163,2025-04-29,4.0,Desktop,864.0,489.68,-86,18-25,35746.64,-0.013456842631700829,-0.9994367089530687
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT01200,2024-08-13,5.0,Desktop,380.0,489.68,-86,18-25,35746.64,0.0005307813468023302,-0.8467473819865865
TX00020,CUST0069,PROD007,2,2023-08-09,Left,Home,244.84,146,Ryan Cruz,michelegeorge@bailey-rodriguez.com,21,Male,West,2023-11-03,VISIT01234,2024-09-01,9.0,Mobile,303.0,489.68,-86,18-25,35746.64,-0.06428226734054879,-0.7104840083059027
